Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,10.968,,specimens,l,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,8572,9447.93,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,12,12,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,33,3.84,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,414,,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,82,,specimens,ml,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,4059,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,2947,,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,227,,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,CN,981,,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,KH,152,246,specimens,g,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,KH,8,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,KH,610,69.94,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,KH,3,,specimens,ml,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,KH,61,,specimens,ml,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,,1,live,,M,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,94,249370.34,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,1089,65730.35,specimens,g,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,,8402.5,specimens,g,M,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,459.798,,specimens,kg,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,640,362.20,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,2957,3824.44,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,,16,specimens,ml,M,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,5,,specimens,ml,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,12,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MU,,0.5,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,MY,,52.7,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,PH,,3,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,PH,3,,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,US,181,205.75,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,US,18,18,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,US,2,,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,XX,32,,specimens,,S,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,,8,,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,,,1,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,,,2,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,,2,,specimens,,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,CN,6,,specimens,l,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,CN,1,9,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,CN,37,1716,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,KH,37,45,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,MU,32,32,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,MU,27,27,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,VN,,6,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,VN,60,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CH,,790,,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,3634,6438,live,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,9775,13215,live,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,423,,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,1656,7196.86,specimens,g,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,4.98,,specimens,kg,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,4541,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,190,,specimens,ml,M,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,2116,8001.70,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,2065,7298.57,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,36,,specimens,ml,T,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,1646,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,1775,,specimens,,M,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,2050,,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,583,,specimens,,S,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,CN,,5625,34616,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,CN,980,980,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,CN,,132,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,MU,867,588,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,MU,318,4286,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,MU,42,,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,US,2,1.5,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,VN,499,,medicine,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,VN,100,,medicine,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,VN,4480,5231,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,VN,576,36,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,VN,8506,16190,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,VN,5,543,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,,69,215,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DE,,119,,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,DK,MU,,68,specimens,,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,ES,MU,,6,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,ES,VN,,0.240,specimens,kg,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,ES,VN,,200,specimens,ml,N,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,ES,VN,200,,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,ES,VN,1814,1814,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,CN,2,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,,2700,specimens,g,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,,4620,specimens,g,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,,56,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,122,388.9,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,12,12,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,,228,specimens,ml,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,,998,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,96,96,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,,510,specimens,,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,MU,96,,specimens,,S,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,VN,,200,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,VN,500,500,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,40,,medicine,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,200,,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,360,,specimens,g,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,8,,specimens,mg,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,234,35,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,7,,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,120,,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,FR,,409,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,CN,,220.4,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,CN,223,,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,DE,1426,,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,DE,253,,specimens,,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,DE,212,,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,1,,specimens,kg,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,711,144,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,213,743.816,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,32,320,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,4081,,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,45,,specimens,,M,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,161,28,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,MU,30,133,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,80,,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,10,,specimens,g,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,834,626.12,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,357,219.45,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,90,,specimens,ml,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,2394,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,VN,4,138,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,,14,,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IL,,1,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IL,,,5,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IT,CN,,14,live,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IT,CN,786,1332,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IT,MU,41,,specimens,g,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IT,MU,,0.060,specimens,kg,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IT,MU,4,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,IT,MU,684,366.95,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,CN,20,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,CN,481,1117.05,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,CN,315,,specimens,ml,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,CN,549,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,CN,30,270,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,KH,108,,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,KH,3,,specimens,ml,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,KH,292,407,specimens,ml,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,KH,480,425,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,PH,2,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,PH,,21,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,VN,1264,1269,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,,4,4.2,specimens,ml,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,,,396,specimens,ml,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,,480,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,JP,,4,,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,698,1048,live,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,2250,1965,live,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,,1620,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,,3564,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,240,,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,160,,specimens,,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,460,,specimens,,S,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KH,,208,,specimens,,T,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,US,10,,specimens,,T,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,VN,1247,,specimens,g,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,VN,13.386,,specimens,kg,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,VN,2011,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,VN,10,,specimens,ml,M,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,VN,3832,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,KR,VN,10,,specimens,,S,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,LA,,,400,specimens,ml,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,LA,,230,,specimens,,T,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,CH,112,,live,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,NO,107,,live,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,,,120,live,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,,3881,3549,live,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,,37,107.5,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,,164,125.25,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,,272,640,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,MU,,230,116,specimens,,M,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,PH,,1.503,,specimens,l,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,PH,,198,,specimens,ml,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,PH,,4894,5687,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,KH,15,,specimens,ml,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,KH,,15,specimens,ml,S,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,VN,328,334,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,VN,,24,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,XX,6,,specimens,,S,I
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,,355,390,specimens,,S,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,SG,,35,,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,TH,KH,,1036,live,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,TH,KH,,1980,live,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,XX,35,,specimens,,S,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,,480,600,live,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,,,17600,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,,159,,specimens,,S,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,,1933,,specimens,,S,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,,1201,,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,VN,,521,,specimens,,T,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,UY,US,CN,,1075,specimens,,T,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,UY,US,KH,,300,specimens,,T,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,VN,US,MU,,2,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,VN,US,VN,,2,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,MU,,,4,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,MU,,,1,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,MU,,,1,specimens,,M,W
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,US,MU,,40,specimens,,M,F
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,US,VN,,1010,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,US,,2010,,specimens,,M,C
2017,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ZA,US,,40,,specimens,,M,F
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,AT,JP,,,2,specimens,,M,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,AT,JP,,,1,specimens,,M,W
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,AT,US,JP,2,,specimens,,S,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,AT,US,JP,1,,specimens,,S,W
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,,1,1,bodies,,P,F
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,CN,JP,,,30,live,,T,W
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,KZ,KG,RU,2,,live,,Q,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,KZ,KG,RU,,2,live,,Z,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,KZ,RU,,2,,live,,Z,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,RU,LV,,,4,live,,Z,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,,,1,specimens,ml,S,F
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,NL,1,,specimens,,S,C
2017,II,Macaca fuscata,Mammalia,Primates,Cercopithecidae,Macaca,US,GB,,1,,specimens,,S,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,AU,DE,,3600,3600,specimens,,T,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,AU,GB,,100,,specimens,,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,AU,GB,,100,,specimens,,T,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,AU,US,,28.8,773,specimens,ml,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,AU,US,,743.5,,specimens,ml,S,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,BR,,1178.6,,specimens,ml,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,CN,105,,specimens,,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,CN,98.3,,specimens,ml,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,CN,,89,specimens,ml,T,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,CN,,186,specimens,,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,US,2.4,,specimens,ml,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,,,48,specimens,,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,BH,KW,KW,,5,live,,Z,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,CA,CN,,,477,live,,T,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,66,live,,T,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,4616,specimens,ml,M,C
2017,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,100,specimens,ml,T,C
